"prot"	"species"	"np_A"	"np_C"	"np_D"	"pd_A"	"pd_B"	"pd_C"	"pd_D"	"tp_pd_A"	"tp_pd_B"	"tp_pd_C"	"tp_pd_D"
"NSUN4_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.19607877271495	NA
"RAB4A_HUMAN"	"Human"	NA	NA	NA	-2.16360965548331	0.161265693243842	NA	NA	NA	NA	1.30845152348918	NA
"ADDA_HUMAN"	"Human"	NA	NA	NA	0.510844616562718	-0.11753219710327	-0.0947124962663438	-0.417076670466262	NA	NA	NA	-1.4265933646102
"GNB1L_HUMAN"	"Human"	NA	NA	NA	-0.714701347989872	-0.150150405728848	NA	-0.771052963306093	-0.914335701100868	1.54274790932035	-1.05158788239208	NA
"CCD43_HUMAN"	"Human"	NA	NA	NA	0.147669641916351	-0.229973826227074	0.0435495709808723	-3.10965188058957	-0.548647914061767	0.963749243499237	-0.340652712744766	0.8185586097499
"SEC18_YEAST"	"Yeast"	NA	NA	NA	NA	NA	NA	0.66040651069162	NA	-0.0836325862969489	NA	-1.19628651045349
"SUCB1_HUMAN"	"Human"	NA	NA	NA	NA	NA	-0.595300974048569	NA	NA	NA	NA	NA
"CNOT2_HUMAN"	"Human"	NA	NA	NA	NA	-0.60396489712	-0.216887298584214	-0.25044065020562	NA	NA	-0.276290968216371	NA
"ACSA_HUMAN"	"Human"	NA	NA	NA	0.841645109305799	NA	NA	1.22708948255086	NA	NA	-1.99304680183266	NA
"TFG_HUMAN"	"Human"	NA	NA	NA	-0.454972303642536	0.181419185209858	0.405693572879461	-0.706573318998141	0.0963912776052632	0.644899782471209	-0.234903760388483	0.769742627302903
"CRH1_YEAST"	"Yeast"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.884099921333315	NA
"DC1I2_HUMAN"	"Human"	NA	NA	NA	-0.741061020615987	-0.891562944699476	-0.263103612831445	-0.500559162729868	0.612752586841506	0.332751742049351	-0.584637698783482	NA
"RN126_HUMAN"	"Human"	NA	NA	NA	NA	NA	-0.237692062648284	NA	NA	NA	NA	NA
"RNQ1_YEAST"	"Yeast"	NA	NA	NA	NA	NA	NA	NA	1.08366903991485	NA	NA	NA
"YM94_YEAST"	"Yeast"	NA	NA	NA	NA	NA	NA	-0.773663687443728	NA	NA	NA	NA
"RSRC2_HUMAN"	"Human"	NA	NA	NA	0.43134488843281	0.6061543109999	-0.0572359326500329	NA	NA	NA	-0.272979812327393	-1.44935396972337
"ERO1A_HUMAN"	"Human"	NA	NA	NA	NA	-0.726586626579001	-0.200399086839724	0.187717244950641	0.770077196062757	0.587300285221105	NA	-0.885990665806484
"PHOCN_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.565184460750049
"ELP2_HUMAN"	"Human"	NA	NA	NA	-0.108934871674584	0.224224231862726	0.187710347956004	0.831427363829638	-0.863668246188668	-0.41320044104613	-0.238793346399096	-0.350976947100067
"CDK12_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	-0.946386795203277	NA	-0.577287129553961	NA
"CS025_HUMAN"	"Human"	NA	NA	NA	-1.55228141964582	0.277678862322144	NA	NA	NA	NA	-0.294200107915896	1.55942426797019
"MTNB_HUMAN"	"Human"	NA	NA	NA	NA	NA	-0.582800877122407	-0.492234777553847	NA	NA	NA	NA
"DAB2_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.649663240138598	NA
"CE170_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.6946778164954	NA
"NFYC_HUMAN"	"Human"	NA	NA	NA	NA	0.5719595861741	0.118364783892933	1.24946956992287	0.936002787852249	1.14859884601186	1.37558262373251	1.02851963730117
"TRPE_YEAST"	"Yeast"	NA	NA	NA	0.498995732600139	NA	0.190311298895036	NA	-1.68805206139842	-0.321888389502	-0.639064827109392	0.302824259107211
"EIF2A_HUMAN"	"Human"	NA	NA	NA	-0.673213186789383	NA	1.02398472013886	NA	NA	0.0100274672396428	0.469539819387169	-0.348791235835966
"IMA4_HUMAN"	"Human"	NA	NA	NA	NA	NA	0.416722257640344	0.491041332878723	0.668192464918868	-0.0721939513007678	0.143615689329445	1.03984123678814
"G3BP2_HUMAN"	"Human"	NA	NA	NA	0.504114857924447	0.762232364454084	0.179336257954535	-0.00298788119496232	0.750273215543125	0.0905101045529826	-0.0944004374210794	-0.580436345678657
"TES_HUMAN"	"Human"	NA	NA	NA	-0.365150180799433	0.402241236909743	-0.384648777181019	-0.186819189355298	NA	NA	NA	NA
"PPIP2_HUMAN"	"Human"	NA	NA	NA	NA	NA	0.321685833897434	NA	0.484930810306951	-0.703472370129063	-0.25693065428067	-0.257041714705371
"RD23A_HUMAN"	"Human"	NA	NA	NA	-0.379138861184498	0.435796468968308	0.258122530098445	0.0495453113983537	-0.349586710403647	-0.473500081659602	0.326296145203547	-0.165342676672422
"MIDUO_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.475001207686279
"PDPR_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.64282952528725	1.71000959008411
"COASY_HUMAN"	"Human"	NA	NA	NA	0.0952597926126703	NA	0.0461349876923108	0.612409197591184	-1.18490065224225	NA	NA	NA
"YBQ6_YEAST"	"Yeast"	NA	NA	NA	NA	NA	NA	NA	-1.61982993646146	-0.631457939309785	0.206869758618828	NA
"TDIF2_HUMAN"	"Human"	NA	NA	NA	0.156066559158264	NA	-0.490261414709222	-0.707803953205381	NA	NA	0.677005500748208	1.06241741588367
"CORO_YEAST"	"Yeast"	NA	NA	NA	NA	-0.116667062294324	0.445846451134602	NA	NA	NA	0.0850021092763766	-0.897192894053535
"NFE2_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	-0.644588919025236	NA	NA	NA
"APE3_YEAST"	"Yeast"	NA	NA	NA	-0.152826589263175	0.257356939651988	-1.51147478675531	0.75225010766757	NA	NA	-0.545732129924276	0.290182957035176
"DCTN3_HUMAN"	"Human"	NA	NA	NA	0.476353133070508	NA	NA	NA	-0.711878889204966	NA	-0.614298352282494	-0.348840272945115
"CERT_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	0.490122194198467	1.00505888737181	-0.0937661319896779	1.38441346405274
"MAX_HUMAN"	"Human"	NA	NA	NA	NA	0.0913738713215902	NA	NA	NA	NA	NA	NA
"REXO4_HUMAN"	"Human"	NA	NA	NA	NA	NA	-0.901734075995516	NA	NA	NA	1.11012967008819	0.422736631366064
"EDF1_HUMAN"	"Human"	NA	NA	NA	0.666957883660046	0.250060386378432	0.0148041287723334	0.0802662153755949	0.294024356063791	-0.595206710816468	-0.775160943868781	0.267046330383098
"DENR_HUMAN"	"Human"	NA	NA	NA	0.277895481306783	-0.15617947898163	0.122021925736207	0.27610741419399	-0.267662099928593	-0.119908717143465	-0.00913060974865924	-0.207539841743249
"MRE11_HUMAN"	"Human"	NA	NA	NA	NA	NA	0.309657645131165	0.459649383332454	0.113379036990684	0.159618779981454	NA	NA
"TUT4_HUMAN"	"Human"	NA	NA	NA	-0.13402365692412	0.158653445429577	-0.0577176553226959	0.0810858598839524	0.0431782023707349	-0.0730034806959288	-0.220352434704599	0.263002957265945
"CHRC1_HUMAN"	"Human"	NA	NA	NA	-0.441169128398501	NA	NA	NA	NA	NA	NA	NA
"PHSG_YEAST"	"Yeast"	NA	NA	NA	NA	NA	NA	NA	-0.112703191366886	-1.01479231456007	NA	0.0127413452006023
"SC61B_HUMAN"	"Human"	NA	NA	NA	NA	NA	-0.0660332474156186	NA	NA	NA	NA	NA
"RM24_HUMAN"	"Human"	NA	NA	NA	-0.438449672425173	0.064840212218087	-0.460309169210243	-0.475179861631836	NA	NA	NA	NA
"KAPR_YEAST"	"Yeast"	NA	NA	NA	NA	-0.432037354171539	-0.992298806041143	NA	NA	NA	0.0513557226684412	NA
"CLU_YEAST"	"Yeast"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.113306110661759
"TLS1_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	-0.40357822904354	NA	-0.738434242135528	-0.501681516038026
"GATB_HUMAN"	"Human"	NA	NA	NA	NA	NA	-0.734360016226382	NA	NA	NA	NA	NA
"CSTOS_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	-0.00415042891202333	-1.25207560076893	NA	NA	NA
"GPTC4_HUMAN"	"Human"	NA	NA	NA	0.1063747255451	0.106350450781635	-1.51164126526341	-0.042574382768503	0.655254516083193	1.50522626023353	NA	2.44796848302452
"PCY1A_HUMAN"	"Human"	NA	NA	NA	-0.532858594990514	NA	-0.573439855343446	-0.306035546967616	NA	NA	NA	NA
"TELO2_HUMAN"	"Human"	NA	NA	NA	-0.89538795917521	-3.22962301739152	0.61274917603386	NA	-0.877513348177168	NA	-0.304273174354124	-0.71505234121292
"LSM1_HUMAN"	"Human"	NA	NA	NA	-0.508554650816101	NA	-0.0550373280132593	0.108062504582353	NA	NA	NA	NA
"MCAT_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	-0.779189407558268	NA	NA	-1.16653564871097
"CTNA1_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.678393607436901	NA
"RM47_HUMAN"	"Human"	NA	NA	NA	NA	NA	-6.44692735343204	0.908187136927096	1.47657572453899	-0.316187739974949	0.131752854604717	0.759019084643837
"MESD_HUMAN"	"Human"	NA	NA	NA	0.250973633749868	0.476796295114338	-0.208074554172334	NA	0.243892054915716	-0.346074364635399	-0.289746051199355	NA
"RTN4_HUMAN"	"Human"	NA	NA	NA	-0.0407194346782233	-0.315784794902766	-0.692093120813045	0.0380085962122821	0.0118094211688123	0.167808455665663	-0.799742291843949	-0.727655680695456
"RPC1_HUMAN"	"Human"	NA	NA	NA	NA	NA	0.775722055971328	NA	NA	NA	NA	-0.65783123331853
"THTR_HUMAN"	"Human"	NA	NA	NA	0.159935159555481	0.368748989242985	0.282763477307691	0.542647189023511	-0.553315820114545	-0.670784321311263	-0.530848481748393	-3.72521070702538
"RM17_HUMAN"	"Human"	NA	NA	NA	-2.71787137725956	-0.0127890469081699	0.875051099658493	1.03716686574077	-1.03636660795671	NA	-0.0406050109145276	-0.692475677958535
"ECD_HUMAN"	"Human"	NA	NA	NA	NA	NA	-1.14596945765164	NA	NA	NA	-0.160744383112234	-1.20234792160841
"TACO1_HUMAN"	"Human"	NA	NA	NA	NA	NA	-1.1543178802485	-0.345378671395877	-0.261976728561693	-0.112695500896777	-0.36657443465637	0.268647057145265
"UCHL3_HUMAN"	"Human"	NA	NA	NA	-0.76625794216483	0.338257319697908	0.0692713761102048	NA	NA	1.47169747288439	0.087263575950015	NA
"ZN638_HUMAN"	"Human"	NA	NA	NA	1.35193368008305	-0.692215707801133	-0.427496125092328	NA	NA	NA	NA	NA
"HGS_HUMAN"	"Human"	NA	NA	NA	0.199564375749438	0.240142137447602	1.55279904918883	-0.986682675463004	-0.0747001441984012	1.1303306028807	-0.0767229940462816	-0.60094224742927
"SYDM_HUMAN"	"Human"	NA	NA	NA	0.472011452150416	0.402958831657481	0.217335731361332	0.0440160101899787	NA	-0.444206916152198	-0.644367326541441	-0.233996802102144
"WDR33_HUMAN"	"Human"	NA	NA	NA	NA	-3.17741260322331	0.672764281756403	-1.49961828158603	NA	NA	NA	NA
"RPR1A_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	-0.0465193217572892	NA	NA	NA
"NT5C_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	NA	1.52589704918492	-5.41789949948974	1.81405681231708
"GUAA_YEAST"	"Yeast"	NA	NA	NA	-0.58134223940041	0.506808480824407	-0.217125074344837	-0.801655340082804	-0.230127327206474	-1.48201371003333	2.34864239232134	0.379954658192568
"SNAA_HUMAN"	"Human"	NA	NA	NA	-0.406846550790795	-0.342354264259605	-0.347841343777673	-0.62656824704997	0.179253864852806	NA	1.70346417969378	-0.64034861487432
"ABHGA_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.625267236562713	NA
"HCLS1_HUMAN"	"Human"	NA	NA	NA	-0.126475336840787	-0.00353279370235693	-0.647566703817547	NA	NA	NA	NA	NA
"DHX36_HUMAN"	"Human"	NA	NA	NA	-2.47735782299208	NA	NA	NA	NA	NA	NA	NA
"CSN6_HUMAN"	"Human"	NA	NA	NA	NA	NA	-0.263933766002634	-0.407101487030639	NA	0.139214342359916	NA	-0.150653369162924
"SPG21_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	-0.267435362043504	NA	NA	1.36910221312589
"E41L2_HUMAN"	"Human"	NA	NA	NA	-2.0675547592873	NA	-0.832987383339955	NA	0.763134209538723	-0.0156339504232217	NA	NA
"SAHH2_HUMAN"	"Human"	NA	NA	NA	NA	NA	-0.756066124038125	NA	NA	NA	NA	NA
"RRP1B_HUMAN"	"Human"	NA	NA	NA	0.24884115171352	0.444310874708348	0.22073880868947	-1.45646543806809	-0.576485484279022	NA	NA	0.319761545690321
"SAMN1_HUMAN"	"Human"	NA	NA	NA	-1.75929688013983	NA	-0.38569862488926	-1.09616046567807	-0.649164150763125	NA	0.917246084517711	1.60092036058051
"RT02_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	0.073800812268227	-0.920955525294663	0.191879532504736	-0.674124949117804	NA
"LAR4B_HUMAN"	"Human"	NA	NA	NA	-0.747138838248553	0.24121635455323	-0.30092465384798	-0.14236510570002	-0.902504796390051	NA	NA	NA
"BBLN_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	NA	-0.955966506528272	1.18542890045487	NA
"RNA1_YEAST"	"Yeast"	NA	NA	NA	NA	NA	-0.404949598666159	NA	NA	NA	NA	NA
"GSF2_YEAST"	"Yeast"	NA	NA	NA	NA	NA	NA	NA	NA	-0.42555824755917	-0.190388392258141	NA
"PPM1B_HUMAN"	"Human"	NA	NA	NA	-0.534692210914617	-1.50672773368952	0.0164654692297753	NA	NA	NA	NA	NA
"PAIP2_HUMAN"	"Human"	NA	NA	NA	NA	-0.774052784211175	NA	0.0147664500457916	NA	NA	NA	NA
"YET3_YEAST"	"Yeast"	NA	NA	NA	0.032652316611317	NA	0.215459180340985	NA	-2.45238967218596	-0.226210890649474	-0.671597550917025	-0.199704379583672
"CHM2A_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.198489733679182	NA
"DHSO_HUMAN"	"Human"	NA	NA	NA	NA	-0.578738187584907	0.27995012261482	-0.235643711653901	NA	0.882354756128064	0.572677304077545	NA
"P5CR1_HUMAN"	"Human"	NA	NA	NA	1.02005685256619	0.856614860828392	0.37160908693674	0.729035190382141	NA	-2.11482083997157	-2.48216485716642	-0.93965956807498
"HAUS5_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	1.00858097519275	NA	0.795948672016315	NA
"CLSPN_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.624827869988392	NA
"YA11A_YEAST;YB12A_YEAST;YB12B_YEAST;YD11A_YEAST;YD11B_YEAST;YD13A_YEAST;YD13B_YEAST;YD14A_YEAST;YD14B_YEAST;YE12A_YEAST;YE12B_YEAST;YG12A_YEAST;YG12B_YEAST;YG13A_YEAST;YG13B_YEAST;YH11A_YEAST;YH11B_YEAST;YJ12A_YEAST;YJ12B_YEAST;YL11A_YEAST;YL11B_YEAST;YM11A_YEAST;YM11B_YEAST;YM14A_YEAST;YM14B_YEAST;YO12A_YEAST;YO12B_YEAST;YP12A_YEAST;YP12B_YEAST;YP13A_YEAST;YP13B_YEAST"	"Yeast"	NA	NA	NA	-0.303911741760402	-1.92275731474061	-0.107548890468992	0.225813599061596	NA	NA	NA	NA
"TM9S4_HUMAN"	"Human"	NA	NA	NA	0.453653773864276	0.0850740344872695	0.171744788426091	0.465881261658368	NA	0.568765564025179	0.00973300205818653	0.280067322351374
"BAIP2_HUMAN"	"Human"	NA	NA	NA	NA	NA	-0.212810516024373	NA	NA	NA	NA	-1.16221346703472
"SERB_HUMAN"	"Human"	NA	NA	NA	NA	NA	0.682540492473501	-0.161021883499273	NA	NA	3.12317551342721	NA
"FABP5_HUMAN"	"Human"	NA	NA	NA	-1.7119722846326	-0.748499158864784	0.0138346377138546	-1.27592605980068	NA	1.34142429308663	0.334169918668517	1.33918052260467
"T2FA_HUMAN"	"Human"	NA	NA	NA	NA	0.330786017666392	0.694140803440842	NA	-0.749543890780788	NA	-0.952181492767439	-1.79428459853311
"PXMP2_HUMAN"	"Human"	NA	NA	NA	NA	-1.27560137123569	1.94163096453712	NA	NA	NA	NA	NA
"PANK4_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	NA	-0.979366074574577	NA	NA
"HAX1_HUMAN"	"Human"	NA	NA	NA	NA	NA	-4.20063965410827	-0.310200754774684	-0.0977880125416741	NA	-0.186965876733593	0.807088108642722
"PLOD1_HUMAN"	"Human"	NA	NA	NA	NA	NA	-1.39578486985431	NA	NA	0.859530112696251	NA	1.47873104273472
"PIP30_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	NA	0.127025386488828	-0.139135240307514	-0.698981280827301
"ATRAP_HUMAN"	"Human"	NA	NA	NA	NA	-0.783841932778154	-0.793032173016306	NA	NA	NA	0.716406832614124	NA
"EIF3A_YEAST"	"Yeast"	NA	NA	NA	NA	NA	NA	0.21337455584157	NA	NA	NA	NA
"DNPEP_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	-0.864595642355778	NA	0.940485637881247	NA
"PACN2_HUMAN"	"Human"	NA	NA	NA	0.743385458852099	NA	NA	NA	NA	NA	NA	NA
"HACD3_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	NA	1.77974509788982	1.53795554694062	NA
"TRM1L_HUMAN"	"Human"	NA	NA	NA	NA	NA	0.777098223965439	-1.30896499110414	NA	NA	0.326179268439565	-1.24992480957061
"NOSIP_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	NA	-0.373318948577208	0.612169818357434	NA
"LYAR_HUMAN"	"Human"	NA	NA	NA	-0.260609941568505	NA	-1.10136789195324	-0.367489084541381	NA	NA	-0.0174203947015252	-0.769142868458116
"DCNL5_HUMAN"	"Human"	NA	NA	NA	0.365234673586063	NA	NA	NA	NA	NA	NA	NA
"CPT1A_HUMAN"	"Human"	NA	NA	NA	-0.439958332137992	-0.590997110447016	NA	0.0803638351761346	0.632683962897682	NA	-0.46718883258373	-0.195911111001819
"CASP3_HUMAN"	"Human"	NA	NA	NA	-0.373328276803378	0.0146154067228484	-0.905973068278909	-1.96768028552282	NA	NA	NA	NA
"TE2IP_HUMAN"	"Human"	NA	NA	NA	-0.184252559843778	NA	-0.0442605639326487	NA	NA	NA	-0.401414560692915	-0.375586812915846
"ARL8A_HUMAN"	"Human"	NA	NA	NA	-0.348425665717937	0.403062553876659	NA	-0.323513368261637	0.838634163894042	0.195427511982072	NA	0.020306559590592
"SRPK2_HUMAN"	"Human"	NA	NA	NA	NA	0.797681927592445	NA	NA	-0.0415728887095171	-0.946142681748968	-0.331010286603643	0.509939531850652
"RANB9_HUMAN"	"Human"	NA	NA	NA	NA	NA	-1.42945547980139	-1.74725299374611	1.4402277537002	NA	NA	NA
"TBAL3_HUMAN"	"Human"	NA	NA	NA	0.338764768599462	-0.0345499135717484	-0.0504746105850948	0.134057276199456	0.335186866862394	0.64134854706751	0.249455335502753	0.0886462273593985
"CCD86_HUMAN"	"Human"	NA	NA	NA	-0.452598913741346	NA	1.17989208478817	NA	0.30005666957862	-0.114253420534305	-0.321879133765739	-0.46864677171968
"CHRD1_HUMAN"	"Human"	NA	NA	NA	0.731604077729053	NA	0.858413555044938	NA	-2.99605435397543	NA	NA	NA
"ARL3_HUMAN"	"Human"	NA	NA	NA	0.176787596216854	NA	NA	NA	NA	NA	NA	NA
"GCP60_HUMAN"	"Human"	NA	NA	NA	-0.904927242823123	-0.0801059480033684	NA	NA	NA	NA	NA	NA
"DCAF7_HUMAN"	"Human"	NA	NA	NA	0.280782575845857	NA	-0.240527997321644	NA	-0.0663531707952719	0.365468877751496	NA	NA
"ARP2_YEAST"	"Yeast"	NA	NA	NA	1.31577490347959	NA	1.29447394669458	0.596441151298039	0.150471681544185	NA	0.660404607591781	0.441733345879006
"RT34_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	NA	0.33461760095957	NA	NA
"AP1S1_HUMAN"	"Human"	NA	NA	NA	-0.109012459768884	0.552122396137741	0.545460974621855	-0.277288781378956	0.291436900402272	NA	-1.6718094115651	NA
"PRP4K_HUMAN"	"Human"	NA	NA	NA	NA	-0.34762288987604	-0.192160502573167	-0.0147275851698637	NA	NA	NA	NA
"HXT6_YEAST"	"Yeast"	NA	NA	NA	NA	0.995594704753235	0.00115045833314129	NA	NA	-0.342714549890401	0.0969449289912415	-0.746752061770164
"MTA3_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	NA	-0.13237906617284	NA	NA
"KPRA_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	0.20900246562867	NA	NA	NA
"IGBP1_HUMAN"	"Human"	NA	NA	NA	NA	NA	1.55125050902736	NA	NA	NA	NA	NA
"RHOG_HUMAN"	"Human"	NA	NA	NA	0.564412885247047	0.045976013747383	0.451650763675777	0.193776172060561	0.816767983012824	NA	NA	NA
"AAAS_HUMAN"	"Human"	NA	NA	NA	NA	0.749773252003187	0.0770892274240296	-0.465207913128566	NA	NA	NA	NA
"DCA13_HUMAN"	"Human"	NA	NA	NA	NA	-0.223996773634417	0.0378804894000138	-0.484926491097378	0.537810244968641	NA	-0.0243957062423348	-0.39634013302463
"MEPCE_HUMAN"	"Human"	NA	NA	NA	0.0131172743134542	NA	NA	NA	-1.2176226561081	NA	1.18059367675144	NA
"ARMC6_HUMAN"	"Human"	NA	NA	NA	-0.521467307882684	0.491891625032978	-0.419733616955797	-0.391558545222302	NA	-1.00592216199698	1.6628855054396	NA
"HXT3_YEAST"	"Yeast"	NA	NA	NA	-0.796173132593202	NA	-0.378599646872159	-0.188453550232108	NA	NA	NA	NA
"MS18A_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	NA	-0.153565472287443	NA	NA
"ELL_HUMAN"	"Human"	NA	NA	NA	NA	NA	-0.334492579411412	NA	NA	NA	NA	NA
"TMA10_YEAST"	"Yeast"	NA	NA	NA	NA	NA	NA	NA	NA	0.413983476848794	0.941022463614318	-0.313420949728027
"PSB1_HUMAN"	"Human"	NA	NA	NA	-0.283681582011037	-0.0120770305315527	-0.161348680996884	-0.234523662650238	0.0355988034347265	0.221600347856106	0.0885319852045475	0.0271441445047499
"RS24A_YEAST;RS24B_YEAST"	"Yeast"	NA	NA	NA	-1.02713376316166	0.0172706163708077	0.0327924926288139	0.894198958793309	-0.885863267721144	-0.31414337989314	-0.099311773383586	0.329337477465662
"HBD_HUMAN"	"Human"	NA	NA	NA	-0.784545227280291	NA	NA	NA	-0.0838376566283139	0.363491697650342	-0.623276356620409	-0.0564174693237046
"K2C1_HUMAN"	"Human"	NA	NA	NA	0.749561024185398	NA	-0.458297465071021	-1.05343540949761	NA	-0.125874706544067	0.15460814491178	-0.133511066301117
"SFXN4_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0974915438892966	0.303016855673919
"AR6P1_HUMAN"	"Human"	NA	NA	NA	-0.719228143631168	-0.0732732830192667	NA	NA	NA	NA	NA	NA
"ERG13_YEAST"	"Yeast"	NA	NA	NA	NA	3.49254796096043	4.00497403493711	4.60167329530148	NA	NA	NA	2.23908743494303
"DFFA_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.132810777103016	NA
"PSA7_YEAST"	"Yeast"	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.214662784187882	NA
"LDB1_HUMAN"	"Human"	NA	NA	NA	NA	-0.00344633585095061	-0.295814182026042	NA	NA	NA	-0.881650576938325	-0.973671960335029
"UBQL1_HUMAN"	"Human"	NA	NA	NA	NA	-0.610378209397463	-0.0903960686078976	-0.122063128959208	-0.389627012167849	-0.344974975215595	0.1706837099774	0.530588571203687
"RPB3_HUMAN"	"Human"	NA	NA	NA	NA	0.0863988322112229	-0.340600643908481	NA	NA	NA	-0.815145234215673	0.143717427198621
"TM9S2_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	NA	0.810995395485024	0.208611996534741	NA
"SCFD1_HUMAN"	"Human"	NA	NA	NA	-0.133783815871801	0.334334564260956	-0.353192677160959	-0.236822731471628	-0.522715333849424	NA	-0.942543995805445	1.1899264875238
"LEUK_HUMAN"	"Human"	NA	NA	NA	-0.156161537831523	-0.585646072692259	-0.716714037606521	0.076811600116188	NA	NA	-0.808829355205232	-0.06032005110656
"SC22B_HUMAN"	"Human"	NA	NA	NA	-0.920429024774094	-0.80301975737752	-0.282798691280575	0.242938560128375	-0.289131147785881	-0.546172168815111	0.096779185060695	NA
"SC61G_YEAST"	"Yeast"	NA	NA	NA	NA	NA	NA	0.360337106713255	-0.362877349625465	NA	-0.598003019114363	0.231271269764199
"LSM5_HUMAN"	"Human"	NA	NA	NA	NA	-0.161097265420062	-0.221678752058704	NA	NA	NA	NA	NA
"RAB21_HUMAN"	"Human"	NA	NA	NA	NA	NA	-0.176129808393915	-0.0729066384144642	NA	NA	-0.734172432253217	NA
"COG5_HUMAN"	"Human"	NA	NA	NA	NA	NA	0.578770785963076	NA	NA	NA	NA	NA
"CIA2B_HUMAN"	"Human"	NA	NA	NA	-0.344022396209116	0.155244030083726	0.302963958987116	NA	NA	NA	NA	NA
"SURF4_HUMAN"	"Human"	NA	NA	NA	0.215502834271298	0.149740131018538	0.255219534243589	-0.0988576701271142	0.383523161375858	0.560238169878284	0.158744828408042	-0.364475091219435
"EI2BB_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.34237451277433
"IPO8_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	NA	-0.253364810758088	0.491396688187321	NA
"RL33A_YEAST"	"Yeast"	NA	NA	NA	NA	NA	-0.459286962636128	0.472680698984611	NA	NA	-0.171070689530589	NA
"NDUB4_HUMAN"	"Human"	NA	NA	NA	0.891461772856712	0.0671733506294728	-0.755135927787092	0.258987028146234	0.696077502391801	1.14971918634848	NA	0.570534468767497
"SF01_HUMAN"	"Human"	NA	NA	NA	-0.628028398310993	0.479119894832604	0.242066840778106	0.00914746915261072	NA	NA	-0.379216695484298	NA
"QCR8_HUMAN"	"Human"	NA	NA	NA	NA	NA	-0.880304305535642	1.14162297623917	NA	NA	NA	NA
"GLYC_HUMAN"	"Human"	NA	NA	NA	NA	-0.717840170661563	NA	NA	NA	-0.607767879701854	NA	NA
"RL35A_HUMAN"	"Human"	NA	NA	NA	0.300119274684116	0.53254545033804	0.00937284824815346	0.38242843396593	-0.502190005099949	0.0472488362167552	-0.617008831833988	-0.506308046767253
"PSMG2_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.195107786726706
"NAA20_HUMAN"	"Human"	NA	NA	NA	0.0173207633520131	NA	-0.944484140646632	NA	0.260334324777601	NA	0.637980454584828	-2.99848423040269
"LSM2_HUMAN"	"Human"	NA	NA	NA	-0.394571613251755	-0.761490168388245	0.176619650697826	-1.16489679381658	0.825687584731684	0.215954709919138	0.387858620667303	-0.57692296791948
"RSU1_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	-0.00683540878374389	NA	NA	NA
"RM23_HUMAN"	"Human"	NA	NA	NA	0.739229167250786	NA	0.350777369932066	0.233436928432354	NA	NA	NA	0.317899621313808
